Z,X,M,Y,W
0.42716401996388864,0.048981042837191846,-1.6166228411964227,-1.0806361410915546,-1.187256725063347
2.5885695856409807,1.5486631591200082,-0.8644617203606872,1.8399774850304838,0.8885000284454511
0.6528930147774489,3.5565799564793292,1.1546093340712205,5.403190639780508,1.9419773883188127
0.5058397918952761,-1.514590493211645,-1.9193624888038217,-2.522394767697308,-2.114191265184575
-0.4759508306463407,-2.347255474936409,-2.019437987892769,-3.5763706872618606,-3.111158651260916
1.010908739659707,0.4766739136903808,-0.7737915379564699,1.8505812708898122,1.5814862123097595
1.3592009708924977,0.10109864401892443,-0.07566412381513482,0.33329408806287153,-0.4831972616144967
-1.7020899666109865,-2.6347757567802788,-2.178399239651343,-3.998263894102009,-3.4874892588493474
-1.3803322297834448,-0.915535998715846,-0.3428377406514229,-0.4568371694747101,-0.9986254538634107
2.101776683209765,1.2170110379739372,0.7336048669363857,0.7482071773595527,0.3227954013991079
0.4258991675344542,-1.8496737584581622,-0.5096087967347835,-3.2070479754078685,-2.661049188044219
0.1292002290299064,0.14877398050396495,-0.871502251624346,-1.3400663283370013,-1.2157600615269022
0.5629625132005759,-1.2222405837541024,-1.6199139577681598,-1.3690239084482654,-0.023240972581430208
1.0967647243543643,1.76752866762598,-0.05083155247184523,2.0731961359819073,1.565174464948262
0.8008188507530136,-0.052528824159936094,0.062359571400889956,-0.6246146973600649,0.031133266383588376
-0.22308326678466056,1.6805103613264856,1.742291632942968,2.0395724241402617,2.019781851361666
2.0636706641081846,2.841207794990457,2.8639396544765834,4.469109400808633,2.301430891963264
0.012623501414499815,0.7267227857285075,0.6068922075359662,2.9291686209004264,-0.2715590725274202
-0.8747737971072579,-1.0304884506604446,-0.7538455707719054,-3.720036986647021,-3.4599229517865027
-0.5570793806175268,0.07222089516257876,0.7881019959210249,1.652865592607839,0.45603323415423797
-0.13230195045629967,-1.3301772343068865,-0.8442828056665184,-3.1957820189060673,-2.177973780766634
-0.3792249852036208,-2.1544715542025523,-2.2912652339952726,-3.5743061846017774,-4.0698456649303
-0.1877937061962787,0.5242561897391029,1.0617188993563875,0.5506861357970385,1.0633301650035158
0.3154661502200849,1.5214423182370254,0.49481046671017853,1.2409081118625758,0.8336323940102026
-3.283915447626658,-2.2713064139607946,-2.841157336329264,-2.185506649136685,-1.2517636091675857
-0.7786932527232613,-0.45416082043300415,-0.4566458166426153,-1.0354284253996187,-1.6877670792818624
0.9503447080453289,0.20313051201866322,-0.7053926657563123,1.5121590611050686,-2.0833712154795494
0.5630013013692811,1.216481653228674,0.6914532845223629,2.185269241726618,2.054778674482296
-0.6806540653541923,0.7289178338520497,-0.2821898340230571,0.9674648556281638,1.1658963952555517
